#Datetime;Latitude;Longitude;Altitude;HDOP;Inside temp.;Outside temp;Outside humidity;Pressure;acceleration_x;acceleration_y;acceleration_z;rotation_x;rotation_y;rotation_z;speed
13:40:04.90;47.48080;4.15088;22828.4;0.81;6.3;-29.4;4;37.9;-0.05;-0.16;9.24;0.03;0.07;0.09;40.1
13:40:37.10;47.48143;4.14802;23008.7;0.82;6.2;-32.8;4;36.2;-0.24;0.07;10.37;0.04;-0.08;-0.03;18.7
13:41:35.0;47.48229;4.14415;23327.4;0.92;6.2;-32.3;4;35.3;-0.13;-0.11;9.57;0.04;-0.04;0.01;18.7
13:42:42.90;47.48183;4.13958;23494.2;0.92;6.2;-32.4;4;34.3;-0.24;0.06;10.10;-0.17;0.45;0.27;21.0
13:42:42.90;47.48183;4.13958;23667.0;0.92;6.2;-30.6;4;33.5;-0.28;0.24;10.51;-0.17;-0.09;-0.06;21.0
13:43:18.70;47.48182;4.13535;23842.8;0.92;6.2;-31.9;4;32.7;-0.12;0.02;10.34;-0.10;-0.00;0.21;28.9
13:43:50.80;47.48198;4.13109;24012.0;0.92;6.1;-28.1;4;31.7;-0.19;-0.14;9.82;0.05;-0.21;-0.06;28.9
13:44:58.70;47.48148;4.12165;24207.6;0.92;6.1;-27.9;4;30.9;-0.32;-0.10;10.63;-0.25;0.04;-0.10;47.0
13:44:58.70;47.48148;4.12165;24391.5;0.92;6.2;-25.1;3;29.9;-0.19;-0.09;9.61;0.03;0.02;-0.01;47.0
13:45:34.50;47.48264;4.11541;24593.3;0.92;6.2;-23.8;3;29.2;-0.10;-0.01;9.73;-0.06;-0.01;-0.03;42.6
13:46:06.60;47.48404;4.11126;24759.8;0.92;6.2;-20.9;3;28.0;-0.29;-0.06;10.03;0.08;-0.06;-0.21;42.6
13:47:40.30;47.48518;4.10193;25042.4;0.92;6.3;-20.4;3;27.3;-0.18;0.03;10.22;-0.02;-0.17;0.02;30.9
13:47:40.30;47.48518;4.10193;25215.2;0.92;6.3;-21.3;3;26.5;-0.06;-0.06;8.85;0.03;0.00;0.19;30.9
13:48:48.20;47.48431;4.09373;25574.3;0.92;6.3;-22.4;3;25.9;-0.22;-0.02;10.34;0.10;-0.06;-0.08;42.9
13:48:48.30;47.48431;4.09372;25574.8;0.92;6.3;-21.2;3;25.1;-0.28;-0.02;9.41;0.03;0.04;-0.11;29.2
13:49:24.0;47.48399;4.08978;25784.6;0.92;6.3;-19.5;3;24.4;-0.11;0.09;9.51;0.05;0.15;-0.20;38.2
13:49:56.20;47.48346;4.08541;25975.6;0.92;6.4;-16.9;3;23.6;-0.18;0.07;10.38;0.04;0.12;0.28;38.9
13:50:31.90;47.48243;4.08087;26182.7;0.92;6.4;-16.9;3;23.1;-0.18;0.03;9.79;-0.03;-0.05;0.32;42.7
13:51:04.10;47.48207;4.07605;26356.0;0.92;6.5;-12.1;2;22.1;-0.31;-0.05;10.87;0.09;-0.29;-0.16;29.7
13:52:02.0;47.48114;4.06759;26654.3;0.92;6.6;-13.5;2;21.4;-0.17;0.04;10.28;0.07;0.07;-0.05;47.4
13:52:37.80;47.48189;4.06172;26848.3;0.92;6.7;-15.2;2;20.9;-0.21;0.01;10.54;-0.24;-0.05;-0.03;37.9
13:53:13.60;47.48252;4.05644;27047.4;0.91;6.8;-17.5;3;20.3;-0.29;0.08;10.66;0.00;0.12;0.18;39.7
13:53:45.70;47.48359;4.05280;27234.2;0.91;6.8;-13.9;2;19.7;-0.33;0.11;8.83;0.07;0.11;0.16;39.7
13:54:21.50;47.48416;4.04892;27449.1;0.91;6.9;-14.4;2;19.2;-0.17;0.06;10.41;0.11;-0.04;0.22;35.7
13:54:21.50;47.48416;4.04892;27449.1;0.91;7.1;-16.6;2;18.7;-0.17;0.01;9.02;-0.05;-0.13;0.04;35.7
13:55:29.40;47.48377;4.04189;27826.7;0.91;7.2;-16.7;2;18.4;-0.21;0.06;10.44;0.01;-0.03;0.02;18.0
13:56:01.60;47.48298;4.03835;27981.3;0.91;7.4;-15.8;2;17.7;-0.15;-0.04;9.00;-0.07;-0.10;-0.37;40.0
13:56:59.50;47.48054;4.03035;28244.3;0.91;7.5;-16.2;2;17.2;-0.24;0.12;10.76;0.13;0.12;-0.02;50.2
13:57:35.30;47.48005;4.02373;28422.1;0.91;7.6;-17.5;2;16.8;-0.16;0.03;9.81;-0.03;0.12;0.21;57.0
13:58:07.50;47.48037;4.01716;28606.2;0.91;7.8;-12.5;2;16.2;-0.23;0.15;10.94;-0.21;-0.03;-0.25;50.2
13:58:43.20;47.48125;4.01107;28826.0;0.91;7.9;-9.5;2;15.7;-0.19;0.02;10.27;-0.08;0.06;0.45;62.6
13:59:19.0;47.48244;4.00469;29051.9;0.91;8.1;-9.3;2;15.3;-0.23;0.08;10.58;-0.09;-0.10;-0.02;52.9
13:59:51.20;47.48433;4.00101;29051.9;0.91;8.2;-11.6;2;14.9;-0.24;0.06;9.85;0.04;0.05;-0.28;29.5
14:00:26.90;47.48560;3.99622;29446.6;0.91;8.3;-10.6;2;14.5;-0.18;0.10;10.42;-0.05;0.04;0.11;41.5
14:00:59.10;47.48646;3.99192;29615.2;0.91;8.6;-11.2;2;13.9;-0.06;-0.05;9.23;-0.05;-0.00;-0.06;31.8
14:01:57.0;47.48899;3.98427;29907.4;0.91;8.7;-12.9;2;13.7;-0.18;0.04;9.63;-0.10;0.08;0.14;31.8
14:02:29.20;47.48994;3.97860;30072.9;0.91;8.8;-15.4;2;13.3;-0.17;0.08;9.33;-0.04;0.02;-0.01;48.1
14:03:05.0;47.49046;3.97344;30273.3;0.91;8.9;-14.9;2;12.9;-0.14;-0.01;9.81;0.04;0.05;-0.06;44.8
14:03:40.80;47.49027;3.96750;30485.1;0.91;9.1;-14.2;2;12.6;-0.11;-0.07;9.15;-0.11;-0.02;-0.05;43.9
14:04:48.70;47.48854;3.95644;30893.8;0.91;9.1;-11.4;2;12.2;-0.19;-0.00;10.14;-0.07;-0.05;0.24;42.4
14:04:48.70;47.48854;3.95644;30893.8;0.91;9.3;-6.7;2;11.9;-0.26;0.00;10.13;-0.07;-0.20;-0.16;42.4
14:05:24.50;47.48743;3.94843;31087.7;0.91;9.4;-5.4;1;11.6;-0.18;0.07;9.92;0.12;-0.04;-0.16;69.8
14:06:54.60;47.48514;3.92588;30407.5;0.91;9.5;-4.2;1;12.9;-3.76;1.05;12.38;0.89;-0.63;-2.07;87.0
14:07:30.40;47.48571;3.92052;30407.5;0.91;9.7;-8.8;2;15.7;0.10;-1.14;9.97;0.83;0.22;0.18;53.0
14:07:30.40;47.48571;3.92052;28994.6;0.91;9.8;-11.9;2;18.6;1.04;-1.21;11.10;2.50;-0.26;-2.15;53.0
14:08:06.20;47.48527;3.91451;27747.6;0.91;9.9;-15.1;2;21.7;-3.16;-4.20;18.25;2.88;-0.47;-2.18;27.0
14:08:38.40;47.48579;3.91009;26719.2;0.91;10.1;-18.7;2;25.2;-3.47;-0.09;12.99;1.52;-2.12;1.73;50.2
14:09:46.30;47.48584;3.90180;24809.9;0.91;10.2;-20.8;3;28.6;-0.76;0.32;8.20;-0.57;1.09;-0.61;23.6
14:10:22.10;47.48637;3.89751;24809.9;0.91;10.2;-23.3;3;32.6;-1.86;0.62;8.40;0.40;0.29;-0.30;41.0
14:10:22.10;47.48637;3.89751;23927.4;0.91;10.2;-28.4;3;39.8;-0.31;-0.44;11.37;-0.46;-0.79;-0.37;41.0
14:11:20.10;47.48740;3.89254;22614.2;0.91;10.2;-32.1;3;44.2;1.03;-1.49;12.54;-0.36;0.44;0.70;10.0
14:11:52.30;47.48821;3.88994;21940.2;0.91;10.2;-33.2;4;49.4;0.12;-0.34;10.34;0.08;-0.48;-0.73;29.3
14:12:28.10;47.48809;3.88779;21216.3;0.91;10.1;-36.0;4;54.3;-1.15;0.62;10.75;0.31;-0.50;-0.40;19.5
14:13:00.30;47.48766;3.88651;20601.6;0.91;9.9;-38.5;4;60.1;-1.41;0.30;9.08;0.48;-0.15;-0.91;21.0
14:13:36.10;47.48729;3.88572;19945.8;0.91;9.7;-40.3;4;66.1;2.48;-0.76;9.07;0.37;0.19;-0.39;18.6
14:14:11.90;47.48605;3.88536;19336.4;0.91;9.6;-43.3;4;71.8;0.10;-0.60;9.36;-1.05;-0.42;1.52;12.1
14:14:44.10;47.48576;3.88507;18811.8;0.91;9.3;-43.5;4;78.4;-0.12;1.10;10.59;0.19;-0.73;-0.17;22.1
14:15:20.0;47.48507;3.88672;18254.6;0.91;9.1;-44.0;4;84.8;-1.05;-0.38;11.29;-0.13;0.02;-0.63;10.3
14:15:52.20;47.48574;3.88833;17757.8;0.91;8.6;-45.8;5;96.7;-0.95;1.69;9.78;0.10;-1.20;-0.80;10.3
14:16:50.30;47.48458;3.89192;16919.6;0.91;8.3;-46.0;5;103.4;0.10;-0.27;11.85;-0.58;0.82;0.04;32.9
14:17:22.50;47.48333;3.89454;16488.0;0.91;7.0;-46.6;5;138.7;-0.11;-0.09;8.96;0.22;-0.46;-1.01;38.9
14:21:36.80;47.46200;3.94551;13465.9;0.91;5.3;-51.9;5;173.1;-1.20;0.10;10.48;-0.11;0.26;0.52;94.0
14:22:02.10;47.45918;3.95244;13214.1;0.86;4.9;-52.1;6;183.1;-0.65;-0.23;10.11;-0.16;-0.44;-1.23;73.9
14:22:37.80;47.45580;3.96097;12862.0;0.86;4.4;-52.2;6;193.7;-0.79;0.26;10.64;0.47;-0.29;-0.89;78.4
14:23:13.60;47.45220;3.96923;12862.0;0.86;4.0;-52.8;7;203.3;-0.43;0.30;10.86;-0.06;0.03;-0.98;81.2
14:23:45.70;47.44858;3.97727;12207.7;0.85;3.5;-51.0;8;214.2;-1.47;0.27;11.70;0.55;-0.01;-1.13;88.9
14:24:21.40;47.44419;3.98546;11878.1;0.85;3.1;-49.8;8;224.4;-0.11;-0.54;10.41;0.10;-0.01;0.05;88.9
14:24:53.60;47.43946;3.99257;11579.4;0.85;2.6;-47.4;9;235.7;-0.58;0.66;9.89;0.55;-0.41;-0.71;75.8
14:25:29.30;47.43388;4.00092;11256.5;0.85;2.2;-44.7;11;246.3;-0.90;-0.49;10.44;0.16;-0.22;-1.27;101.6
14:26:01.50;47.42834;4.00789;10969.5;0.85;1.4;-42.7;13;265.3;0.48;0.11;9.80;0.16;0.09;-0.01;82.9
14:26:59.40;47.42007;4.02202;10477.1;0.85;0.9;-41.8;13;277.3;-1.71;-1.66;11.72;-0.02;-0.68;1.64;82.9
14:27:35.20;47.41628;4.03135;10177.0;0.85;0.6;-38.6;13;288.4;-0.76;0.11;10.18;-0.40;-0.00;0.05;73.3
14:28:07.30;47.41312;4.03981;9908.9;0.85;0.2;-36.2;12;300.8;0.58;-0.07;10.23;-0.53;0.04;0.67;75.0
14:28:43.10;47.40953;4.04813;9618.1;0.85;-0.2;-34.5;12;313.4;-0.63;0.36;9.74;0.06;0.16;-0.09;70.1
14:28:43.10;47.40953;4.04813;9618.1;0.85;-0.5;-32.2;13;324.6;-0.91;-0.20;10.19;-0.32;-0.30;-0.19;70.1
14:30:23.10;47.39748;4.07018;9085.3;0.85;-0.8;-29.8;13;336.4;-0.78;-0.71;10.22;-0.04;-0.25;-0.67;67.7
14:30:23.10;47.39748;4.07018;8837.6;0.85;-1.4;-24.7;14;356.6;-0.55;0.61;9.32;-0.31;-0.01;-0.78;67.7
14:31:21.10;47.39065;4.08101;8423.6;0.85;-1.6;-25.0;15;367.8;-0.69;-0.18;10.31;-0.35;0.05;0.73;66.8
14:31:21.10;47.39065;4.08101;8423.6;0.85;-1.8;-23.6;17;380.6;0.36;0.02;10.10;0.09;-0.05;0.33;66.8
14:33:01.10;47.37809;4.10095;7951.6;0.85;-1.9;-21.0;17;392.8;-0.51;-0.37;10.06;-0.17;-0.04;-0.69;70.2
14:33:01.10;47.37809;4.10095;7721.6;0.85;-2.0;-18.8;18;406.4;-0.99;0.00;10.58;-0.49;0.17;0.69;70.2
14:33:36.90;47.37391;4.10799;7469.8;0.85;-2.1;-16.9;21;418.6;-0.67;-0.35;10.45;-0.28;-0.35;-0.46;76.5
14:34:09.0;47.37026;4.11466;7253.3;0.84;-2.2;-15.2;22;431.2;0.06;0.32;10.38;0.44;-0.21;-0.81;82.4
14:34:41.20;47.36642;4.12136;7033.1;0.84;-2.2;-13.6;22;445.4;-1.04;0.01;10.11;-0.06;-0.10;-0.55;64.1
14:35:16.90;47.36205;4.12833;6788.6;0.84;-2.2;-13.0;21;458.2;-0.38;0.01;10.27;0.12;-0.34;0.07;64.1
14:35:49.10;47.35786;4.13384;6575.3;0.84;-2.0;-9.7;13;481.3;-0.53;-0.00;10.38;0.29;-0.16;-0.21;71.5
14:35:49.10;47.35786;4.13384;6575.3;0.84;-2.0;-8.9;13;494.1;-0.24;0.63;9.56;0.13;-0.03;-0.16;71.5
14:37:19.20;47.34927;4.15108;5999.6;0.84;-1.9;-7.6;16;506.8;-0.71;0.11;10.40;0.10;-0.09;0.40;69.5
14:37:19.20;47.34927;4.15108;5999.6;0.84;-1.7;-6.0;20;521.2;-0.37;0.07;10.18;-0.04;-0.29;-0.27;69.5
14:38:59.20;47.33824;4.17154;5584.7;0.84;-1.5;-4.3;20;535.0;-1.04;-0.17;10.62;-0.17;-0.30;0.94;77.5
14:38:59.20;47.33824;4.17154;5381.6;0.84;-1.3;-1.8;18;550.6;-0.48;-0.09;11.07;-0.26;-0.55;-1.05;77.5
14:40:07.10;47.32767;4.18099;5156.7;0.84;-1.1;0.1;18;564.5;-0.64;-0.17;10.22;0.00;0.17;0.84;70.7
14:40:07.10;47.32767;4.18099;4959.1;0.84;-0.8;1.1;15;589.9;-0.84;-0.17;10.62;0.44;-0.20;-0.21;70.7
14:41:05.10;47.31822;4.18905;4611.0;0.84;-0.5;2.4;16;604.0;-0.89;-0.25;10.52;0.26;-0.06;1.24;70.7
14:41:37.30;47.31353;4.19431;4421.1;0.84;-0.2;3.7;14;620.0;-0.68;0.11;10.34;0.10;-0.09;0.60;78.0
14:42:13.0;47.30801;4.20111;4210.4;0.84;0.0;5.3;16;634.8;-0.64;0.86;10.20;-0.31;-0.08;0.49;78.0
14:42:45.20;47.30334;4.20759;4020.0;0.84;0.4;6.7;16;651.1;-0.82;0.16;10.00;-0.05;-0.33;-0.32;72.8
14:43:21.0;47.29855;4.21298;4020.0;0.84;0.6;7.5;19;665.5;-0.37;0.32;9.68;-0.07;-0.09;-0.38;57.8
14:43:53.10;47.29490;4.21768;3636.2;0.83;1.0;8.0;15;681.6;-0.56;0.15;10.47;0.06;-0.19;0.24;57.7
14:44:28.80;47.29165;4.22246;3438.6;0.83;1.3;9.0;11;695.9;-0.42;-0.06;9.93;0.11;-0.12;-0.12;57.7
14:45:01.0;47.28875;4.22695;3438.6;0.83;1.7;10.6;12;712.3;-0.23;-0.27;9.99;0.02;-0.14;0.82;56.1
14:45:36.70;47.28614;4.23158;3075.9;0.83;2.3;13.4;4;739.6;-0.61;-0.14;10.64;-0.29;-0.16;0.88;49.4
14:46:34.70;47.28225;4.23854;2762.6;0.83;2.7;14.3;12;755.8;0.21;-0.41;10.40;-0.08;-0.15;0.66;48.9
14:47:06.80;47.27979;4.24365;2583.2;0.83;3.0;15.0;22;773.9;0.04;0.12;9.96;-0.19;0.10;0.14;48.9
14:47:42.60;47.27701;4.24841;2384.6;0.83;3.5;16.5;22;792.2;-0.89;-0.00;10.18;0.33;-0.15;-1.31;47.5
14:47:42.60;47.27701;4.24841;2384.6;0.83;3.9;15.5;33;808.3;-0.14;0.30;10.18;-0.09;0.18;0.48;47.5
14:48:50.50;47.27441;4.25359;2021.7;0.83;4.3;15.7;42;825.5;-0.78;-0.57;11.13;-0.03;-0.48;-0.52;10.2
14:49:22.70;47.27442;4.25475;1843.9;0.83;4.7;17.3;39;844.5;-1.05;-0.30;10.26;0.21;-0.13;1.03;13.9
14:49:58.40;47.27405;4.25522;1651.9;0.83;5.2;19.4;36;863.8;-0.79;-0.50;10.34;-0.46;-0.03;0.93;5.2
14:51:06.30;47.27328;4.25641;1459.6;0.83;5.6;20.9;35;882.0;-0.85;-0.01;10.00;-0.43;-0.11;-0.10;12.9
14:51:06.30;47.27328;4.25641;1280.5;0.83;6.0;22.2;33;901.5;0.51;-0.11;10.02;0.07;0.04;0.11;12.9
14:51:42.10;47.27251;4.25706;1091.6;0.83;6.4;24.1;31;918.9;-0.37;-0.32;11.27;0.01;-0.21;1.09;4.6
14:52:14.30;47.27182;4.25743;925.3;0.83;6.9;26.1;29;939.3;-0.38;0.34;9.45;0.06;-0.01;-0.42;10.4
14:52:46.50;47.27126;4.25703;733.1;0.83;7.4;27.8;27;961.5;-0.23;-0.42;10.11;0.17;-0.17;-0.45;11.1
14:53:22.20;47.27029;4.25734;528.6;0.83;7.9;32.3;24;965.5;-9.39;2.74;-1.26;-0.01;0.01;0.00;11.1
14:53:54.40;47.27007;4.25728;475.7;0.83;8.4;35.4;22;965.5;-9.39;2.41;-1.34;-0.01;0.00;0.00;0.2
14:54:30.20;47.27008;4.25736;475.7;0.83;8.8;36.6;19;965.5;-9.38;2.33;-1.33;-0.01;0.00;0.00;0.0
14:55:02.30;47.27008;4.25737;491.7;0.83;9.3;37.4;18;965.4;-9.41;2.18;-1.36;-0.01;0.01;0.00;0.1
14:55:38.10;47.27008;4.25739;493.4;0.83;9.9;38.3;17;965.4;-9.40;2.15;-1.36;-0.01;0.00;0.01;0.2
14:56:21.30;47.27008;4.25740;494.2;0.83;10.3;38.3;17;965.4;-9.44;2.04;-1.40;-0.01;0.01;0.00;0.1
14:56:53.50;47.27008;4.25740;494.4;0.93;10.8;39.7;16;965.4;-9.45;2.03;-1.42;-0.01;0.01;0.00;0.2
14:57:29.20;47.27007;4.25740;493.4;0.93;11.3;40.2;17;965.4;-9.50;2.03;-1.40;-0.01;0.00;0.02;0.1
14:58:01.40;47.27007;4.25740;492.7;0.93;11.8;40.3;17;965.4;-9.40;2.04;-1.39;-0.01;0.01;0.00;0.1
14:58:37.20;47.27007;4.25741;492.7;0.93;12.2;39.8;17;965.2;-9.42;2.03;-1.43;-0.01;0.01;-0.01;0.0
14:59:12.90;47.27007;4.25741;490.6;0.93;12.7;39.5;16;965.2;-9.45;1.96;-1.43;-0.01;0.01;0.00;0.1
14:59:45.10;47.27007;4.25741;490.2;0.93;13.1;40.5;16;965.2;-9.47;1.95;-1.42;-0.01;0.01;0.01;0.1
15:00:20.80;47.27007;4.25741;489.4;0.93;13.5;40.7;14;965.2;-9.47;1.94;-1.49;-0.01;0.01;0.01;0.1
15:00:53.0;47.27006;4.25741;489.7;0.92;14.0;41.4;16;965.3;-9.48;1.89;-1.49;-0.01;0.01;0.01;0.2
15:01:36.30;47.27006;4.25741;489.7;0.92;14.4;41.5;15;965.3;-9.45;1.92;-1.47;-0.01;0.01;0.01;0.1
15:02:08.50;47.27007;4.25741;490.3;0.92;14.8;42.1;14;965.3;-9.47;1.91;-1.46;-0.01;0.01;0.00;0.0
15:03:20.0;47.27007;4.25741;489.9;0.92;15.2;43.3;14;965.3;-9.46;1.88;-1.48;-0.01;0.01;0.00;0.1
15:03:20.0;47.27007;4.25741;489.8;0.92;15.6;44.0;14;965.2;-9.45;1.87;-1.52;-0.01;0.01;0.00;0.1
15:03:55.80;47.27007;4.25741;489.7;0.92;15.9;43.5;13;965.2;-9.46;1.86;-1.52;-0.01;0.01;0.00;0.2
15:04:28.0;47.27007;4.25741;489.6;0.92;16.2;43.3;13;965.3;-9.47;1.82;-1.54;-0.01;0.01;0.00;0.1
15:05:00.10;47.27007;4.25741;489.7;1.09;16.6;43.6;12;965.1;-9.48;1.81;-1.56;-0.01;0.01;0.01;0.1
15:06:19.40;47.27007;4.25741;490.0;0.92;17.0;43.8;12;965.3;-9.47;1.79;-1.56;-0.01;0.01;0.00;0.2
15:06:19.50;47.27007;4.25741;490.0;0.92;17.3;44.4;13;965.2;-9.48;1.80;-1.57;-0.01;0.01;0.00;0.1
15:06:55.20;47.27007;4.25741;488.9;1.09;17.6;44.6;13;965.3;-9.47;1.76;-1.58;-0.01;0.01;0.01;0.1
15:07:27.40;47.27007;4.25741;489.1;1.09;17.9;43.3;14;965.2;-9.46;1.79;-1.56;-0.01;0.01;0.01;0.1
15:07:59.60;47.27006;4.25741;489.0;1.08;18.2;41.8;15;965.2;-9.45;1.79;-1.57;-0.01;0.01;0.00;0.0
15:08:35.40;47.27006;4.25741;489.2;1.08;18.5;41.1;15;965.3;-9.41;1.81;-1.58;-0.01;0.01;0.01;0.0
15:09:07.50;47.27006;4.25741;488.9;1.08;18.8;41.3;14;965.2;-9.48;1.77;-1.59;-0.01;0.01;0.00;0.1
15:09:43.30;47.27006;4.25741;488.9;1.08;19.1;41.0;16;965.2;-9.50;1.76;-1.62;-0.01;0.01;0.00;0.3
15:10:19.10;47.27006;4.25741;489.2;1.08;19.4;41.7;15;965.2;-9.50;1.74;-1.60;-0.01;0.01;0.00;0.2
15:10:51.30;47.27006;4.25741;488.5;1.07;19.7;41.1;16;965.1;-9.46;1.75;-1.61;-0.01;0.01;0.01;0.2
15:11:34.60;47.27006;4.25741;489.2;1.07;19.9;41.0;16;965.0;-9.48;1.75;-1.63;-0.01;0.01;0.00;0.0
15:12:06.80;47.27006;4.25741;489.2;1.07;20.2;41.6;15;965.0;-9.47;1.73;-1.63;-0.01;0.01;0.00;0.1
15:12:42.60;47.27006;4.25741;489.0;1.07;20.5;42.6;15;965.1;-9.47;1.73;-1.63;-0.01;0.01;0.00;0.1
15:13:50.50;47.27006;4.25741;489.7;1.06;20.7;43.2;16;965.1;-9.48;1.73;-1.62;-0.01;0.01;0.00;0.1
15:13:50.60;47.27006;4.25741;489.7;1.06;21.0;44.2;15;965.1;-9.48;1.70;-1.66;-0.01;0.01;0.00;0.1
15:14:26.30;47.27006;4.25741;489.5;1.06;21.2;45.0;15;965.0;-9.48;1.70;-1.66;-0.01;0.01;0.00;0.1
15:14:58.50;47.27006;4.25741;489.3;1.06;21.5;45.4;12;965.1;-9.49;1.70;-1.65;-0.01;0.01;0.00;0.1
15:15:34.30;47.27006;4.25741;489.5;1.06;21.7;45.7;12;965.1;-9.48;1.69;-1.70;-0.01;0.01;0.00;0.0
15:16:49.80;47.27005;4.25741;490.2;1.06;22.0;45.5;14;965.0;-9.50;1.66;-1.69;-0.02;0.01;0.00;0.2
15:16:49.80;47.27005;4.25741;489.6;1.05;22.3;44.4;14;965.0;-9.49;1.68;-1.69;-0.01;0.01;0.00;0.2
15:17:25.60;47.27005;4.25741;489.5;1.05;22.5;43.4;14;965.0;-9.49;1.68;-1.69;-0.01;0.01;0.01;0.1
15:17:57.80;47.27005;4.25741;489.4;1.05;22.7;42.1;14;965.0;-9.48;1.66;-1.69;-0.01;0.01;0.00;0.0
15:18:33.60;47.27005;4.25740;490.0;1.05;22.9;41.5;14;965.0;-9.47;1.67;-1.71;-0.02;0.01;0.00;0.1
15:19:05.80;47.27005;4.25741;489.3;1.05;23.1;40.5;15;965.1;-9.47;1.68;-1.71;-0.02;0.01;0.01;0.2
15:20:17.30;47.27005;4.25740;490.1;0.91;23.4;40.0;15;965.1;-9.49;1.67;-1.72;-0.02;0.01;0.01;0.2
15:21:00.70;47.27006;4.25740;489.9;0.91;23.6;40.4;15;965.0;-9.47;1.63;-1.72;-0.02;0.01;0.01;0.1
15:21:00.80;47.27006;4.25740;489.9;0.91;23.9;39.3;16;965.0;0.38;0.12;9.36;0.26;-0.15;-0.26;0.3
15:22:08.70;47.27007;4.25736;490.6;0.91;24.1;38.0;18;964.8;-0.18;-1.69;10.07;0.31;0.79;-1.42;0.5
15:22:08.70;47.27007;4.25736;492.1;0.84;24.5;36.5;22;964.8;-1.12;0.81;9.50;-0.01;0.01;0.00;0.5
15:22:44.60;47.27006;4.25736;492.1;0.84;24.7;36.3;19;964.9;0.30;-1.74;9.67;-0.95;-0.16;0.05;0.3
15:23:16.80;47.26998;4.25740;493.4;0.84;25.0;39.4;16;964.8;-0.61;-1.62;8.49;0.32;-0.40;-0.44;3.2
15:23:49.0;47.26970;4.25750;494.4;0.84;25.2;41.3;14;964.5;-1.46;-2.13;10.60;0.14;-0.05;-0.85;4.0
15:24:24.80;47.26936;4.25766;496.0;0.84;25.4;42.5;12;964.5;-0.22;-1.32;11.20;-0.57;0.50;1.45;4.4
15:24:57.0;47.26904;4.25753;496.0;0.84;25.7;40.6;14;964.5;-1.42;0.18;12.15;-0.33;-0.33;0.24;5.1
15:25:32.80;47.26878;4.25737;496.4;0.92;26.0;38.4;18;964.5;-1.14;-0.56;9.49;-0.02;0.01;0.00;0.1
15:26:48.30;47.26863;4.25790;495.1;0.98;26.4;35.8;18;964.6;-0.11;-0.01;11.22;-0.19;0.05;0.20;4.8
15:26:48.40;47.26863;4.25790;495.1;0.98;26.7;36.8;18;964.7;-1.21;-0.04;6.97;-0.13;0.01;-0.47;4.3
15:27:24.20;47.26852;4.25849;494.9;1.03;26.9;34.8;19;964.8;-2.43;0.34;7.61;0.35;-0.35;-1.28;4.5
15:27:56.40;47.26844;4.25901;494.6;0.91;27.2;34.9;21;965.0;0.04;-0.05;0.11;0.73;-0.48;-0.61;3.4
15:28:32.20;47.26833;4.25961;493.3;0.84;27.4;33.7;21;964.9;-6.83;0.84;6.90;0.60;-0.72;-0.73;4.1
15:29:04.40;47.26833;4.26006;493.5;0.91;27.7;32.7;23;965.0;-2.09;3.70;7.77;0.05;-0.05;-0.02;3.3
15:29:40.20;47.26833;4.26005;493.4;0.84;28.1;31.8;24;965.0;1.30;6.57;6.44;-0.74;-0.55;-0.10;0.4
